ID,NAME,IDCARD,BIRTHDAY,PROVINCE,ADDRESS,PHONE,EMAIL,PASSPORTID,JUNGUAN,BANKCARD,ZUOJI,NASHUI2,GONGSHANG,QIYE,PROFESSIONAL,COMPANY,JIAZHAO,CHEJIAHAO,CHEPAIHAO,XUEWEI,ZHENGJIANHAO
2885,笃惜萱,37048119510423209X,1930-03-16,浙江省台州市,河南省常州市相城区朝阳花园64幢7号,14983380930,wubanshuang@gx2sg.site,E32569844,南字第58842549号,5240477219953660641,0712-44108552,903611233353005236,522635139051448,57429539-7,单晶片加工工,徐州小米建筑装饰工程有限公司,340829749230,V1TCS8K718U0D0843,苏MHD781,细小的病毒感染,P53669381
2886,步都文勇,320902194812143627,2001-09-14,湖南省湘西州,山西省临汾市新北区天际苑48幢207室,17576092988,xinyuhan@ne59z.site,E07620124,济字第77554784号,5201699443043070785,025-93606688,11370284119725730J,142427286275319,34365236-9,经济林和林特产品加工工程技术人员,江苏纬度互动文化传媒有限公司,140633879281,VKT5WLAG6GK6G0789,闽JZSV8E,阴茎异常勃起,政字第13658979号
2887,伯雨洁,140621194311125534,1985-10-20,山东省兰山区,山东省常州市戚墅堰区丁堰镇芳渚村委段家塘416号,14663871057,jieejiao@rt1zm.info,D47418522,兰字第29106807号,6259087978382893542,0779-66405123,761502004799831228,152900923179064,76293377-1,汽车货运站务员,深圳市小米金服科技有限公司,152968579493,UZADXCP80B0EX1207,苏F4VQ85,生物瓣膜失功能,成字第63060937号
2888,卢香寒,450422197104288455,1987-04-23,湖北省恩施州,安徽省常州市相城区劳动东路41741号,18850593384,zhangpujuan@qx9wk.shop,E59490504,兰字第79913248号,6223947965017572357,0519-86820036,02220301132508685U,451122507181919,03474003-1,船舶业务员,镇江四海电子科技有限公司,320901901651,9PHGM7461DPV70821,蒙AB9RGC,副卵巢囊肿,E16402946
2889,浮赋玉,520422194805138593,1968-10-23,四川省绵阳市,吉林省通化市黄朗名园83栋841492号,18970216566,zhenlaomu@rfmdq.mobi,G01612034,广字第85107945号,6283136781661797215,0932-49477906,68542336534294706A,350213760687014,86883992-7,康复科医师,广元市小米商贸有限公司,530570858007,EPRUB4D6XJ07S3906,渝CZMD3U,先天性心血管畸形,广字第76933053号
2890,励妃婵,500222197802022906,1936-09-14,崇左市江州区,宁夏回族自治区中卫市中宁县滨河南路,13533897108,hunyangmei@jeajf.net.cn,G01242955,成字第55481554号,5248645830943532318,0411-64788073,24371626541318043H,360428821577153,47834485-7,植物保护技术人员,东莞市小米发发商务服务有限公司,152958180518,SUMD6F8V43RTP0612,鲁L5GFB4,性交疼痛,130733193904222262
2891,赫连冰雪,530428196502034665,1951-03-22,四川省成都市,山东省德州市戚墅堰区丁堰街道小圆村33号,18151670635,miruxiu@o64bn.mobi,D90598495,空字第28813630号,6213099877670078795,0858-46097972,36130501991680830J,640122020471428,32405206-9,鱼粉加工工,镇江来伊份食品有限公司小米山路店,231068268498,L4JT7EB388S491354,云S1ULVN,甲状腺结节,海字第07411320号
2892,布雨雪,37100219560221199X,1951-11-06,博尔塔拉州精河县,安徽省阜阳市相城区雕庄朝阳花园64幢丙单元4147室,15770542005,pichutong@ktc41.site,D65385028,政字第34788680号,6207104163739785828,0896-65795448,21532726890700180Q,610700726396242,92493864-8,其他草业生产人员,平定县东安农业生态专业经济合作社,530665362522,G34VERP62Y5L61408,琼EVWX61,老年性混合型白内障,S33673659
2893,殳诗翠,530425200101023711,2003-11-23,江西省资溪县,安徽省合肥市相城区红梅姐道竹林村委薛家塘2号,17289808295,fenghengheng@jv8ee.net.cn,G02936162,海字第15501219号,6219155104592866373,0316-20695148,78652829147884181F,331023751241357,48345507-6,剪切工,嘉兴小米装饰有限公司,131170064172,29X485SR9R1CV5967,贵GH5MES,阴道脓肿,330328195304149085
2894,糜元芹,340822194105063795,1954-04-03,山东省菏泽市,宁夏回族自治区中卫市亭湖区河苑家园07幢甲单元4196室,13542053867,lifuhong@o19nj.net,P23641911,兰字第18236012号,6230284397404182713,0392-67045824,94150125816995992P,421087252712141,77259662-5,飞机系统安装调试工,武汉小米佳建筑装饰工程有限公司,140490685254,WBV2ZXFJ362P52341,皖H1VDST,缺血性脑血管病,140222195910215477
2895,殳湘婷,361027195109081488,1938-10-10,浙江省金华市,河北省常州市亭湖区遥观镇宋剑湖家园703幢乙单元008室,15111464218,xihuairou@vs5hy.com,D44266212,北字第38690316号,6224854944529358927,0543-39056970,313504252461170743,140109014453517,45546470-9,中医妇科医师,吉林松粮现代农业发展有限公司,452165062844,CDHFZT0R1RXWD7890,黑D667D8,化脓性阴道炎,政字第72175790号
2896,康妃丽,510902195108220895,1980-01-15,河北省沧州市,苏州市吴中区若水路347号,13554638990,shengyangling@apfed.info,G87786892,济字第97666749号,6206119817087418093,0718-53784218,58431201989431497B,142325279872681,26958699-9,锅炉设备装配工,建水县天燕小米辣专业合作社,350347799912,X65YV17H5SJD02018,川XYBR5N,埃布施泰因异常,E91451839
2897,来沅婧,410425196704033840,1930-11-03,海南省屯昌县,江苏省常州市亭湖区河苑新村87幢乙单元24141室,18238529120,huyuanling@65618.net.cn,P59436940,兰字第52795067号,6223690783423311529,0902-67877802,04142724712045998N,610926787914988,87844543-8,自来水笔制作工,陵川县金珠小米专业合作社,210241335145,DT6ESP2J0K0AG8465,吉KPD9HL,白喉性喉气管炎,652701198504212888
2898,冀惮,440681196709062189,1964-04-10,广东省福田区,江苏省扬州市相城区新城尚东区37幢甲单元58415室,15007154555,naxiangmei@0anrf.shop,G82556004,参字第84729903号,6227654594826767513,0766-69919472,94140202403546970A,140421822928222,22324923-3,列车运转乘务员,湖北小米长江产业投资基金管理有限公司,513337112404,UJ2LEDZC5P5DJ5218,桂P095T1,子宫颈畸形,海字第32029252号
2899,后幻丝,513331199012176666,1946-03-13,山西省临汾市,江苏省常州市新北区前桥新村87幢甲单元004室,14714160382,lingyuxuan@m42mj.site,E37647048,沈字第73512201号,6282032818558470469,0887-62439853,07510124272163735G,370982288884859,78758630-7,运动员,绍兴柯桥小米化纤有限公司,422896968517,28A6Z57S1C4ER4850,吉A2W48N,肠病毒性脑膜炎,G48440069
2900,昌映之,23081119490604926X,1939-06-08,青海省玉树州,宁夏回族自治区中卫市亭湖区河苑家园54幢甲单元339室,18226438605,sheyuyi@js5pj.info,S55552320,济字第50921191号,5184759489925788239,0751-50520914,563606004929214308,650101986544654,32602247-X,其他纸制品制作人员,深圳市奇小米科技有限公司,450364727497,4S2VEAYZ46TUH6405,新BK1EDF,循环衰竭,装字第44625013号
2901,郜伟杰,511623198401315527,1947-05-08,河南省鲁山县,山东省常州市戚墅堰区丁堰镇芳渚村委段家塘541号,15186517999,huayingnan@31t17.info,D21567399,南字第24254924号,6227009871608610885,0937-62547364,63211100831192369L,321200649001949,96029723-5,焦炉机车司机,枝江市趴趴小米商贸有限公司,511128695981,V07HWJEX3YY3G1974,苏D70WHY,链球菌性咽峡炎,参字第17854736号
2902,富丞第,220822196706200937,1963-08-24,安徽省阜阳市,江苏省常州市相城区茶山街道丽华村委虞家村57号,14926384428,rongbinyi@n8y1h.net.cn,P30457593,装字第43948143号,6220058461337233491,0812-84323386,92441581512574265L,530524666781085,20079999-6,标本员,泉州伟宏置业有限公司,620817329027,ST8E796163JL73265,黑A7FHHT,高赖氨酸血症,441427197110033142
2903,定紫文,130207196912283819,1997-08-02,吉林省镇赉县,宁夏省常州市亭湖区横山桥镇领秀江南541幢乙单元370室,18876244330,youpeili@568q1.mobi,D73611753,成字第02101923号,5589168250995013071,0903-65721544,136106232526172112,510402232675289,82088890-6,电子出版物编辑,佛山市哈尼小米线餐饮管理有限公司,610666817292,FW184B5U7M3WY9658,鲁K351S3,与配偶有关方面的问题,G23613226
2904,通瀛琳,13018219570324061X,1964-05-01,辽宁省大东区,江苏省南京市亭湖区遥观镇勤新村马池沟25号,14693678542,baohanshan@masif.mobi,E24903426,济字第28681514号,6214640123369429334,0915-20079039,51220200824882287R,130434720347649,29655574-1,其他机械工程技术人员,泉州伟宏置业有限公司,452177491397,Z9S4D0FM5J38Y4657,黑F5D3U0,药物性抽搐,空字第69501404号
2905,圣妹华,610426194301021102,1994-08-22,四川省宜宾县,甘肃省常州市亭湖区潞城镇嘉州枫景苑41幢乙单元502室,14627111029,yinshiliu@0w2ha.shop,G98544087,广字第03890160号,6220127932661972208,0896-60614522,546301025074125975,310110994134648,39492455-5,景泰蓝制作工,西安小米创客企业管理服务有限公司,310153006537,K97CUHFE552KC5684,赣LZCX83,内脏单纯疱疹,G50649024
2906,占娥福,130124193912166505,1942-10-19,青海省同德县,安徽省零安市相城区丽华二村6290幢甲单元4168室,17246861129,kuangruyao@yybo5.shop,E04527500,广字第82508836号,3747388391972413650,0873-60832306,13542421273971259B,210601730921776,48677579-6,流行病学医师,抚州市临川区小米粒网吧,320356577339,4WEU0ZM5571YB9357,桂M9T925,进行性脊髓麻痹,140781199302225423
2907,赧普娟,341022197710132016,1964-10-07,黑龙江省克山县,黑龙江省沈阳市区朝阳二村045幢丙单元267室,14501713683,jiyuli@e3d8t.com,D66065651,空字第45037062号,6213953579297076492,0941-27034782,34230826387478853D,131081973814488,62034579-8,牛羊屠宰加工工,上海米凡服饰有限公司,320271586688,BLCA5RJF9P2FJ3129,贵H1LB5T,舌系带短缩,政字第28545105号
2908,恽汝媛,230605194408241285,1980-09-09,云南省昆明市,河南省常州市潞城镇潞城花苑46幢甲单元41414室,17551925520,mangkaiti@wkbne.top,G17675091,海字第80398589号,9688077023881029105,0859-92161438,81130726052659544C,371100213229098,46570800-9,其他建筑保温及吸音材料生产人员,广东小米饭庄餐饮管理有限公司,652960978656,3B5LZJ2H4FYUW8123,贵C1GQKE,急性多壁心肌梗死,G88078899
2909,元慕山,421102196204065282,1990-09-22,塔城地区塔城市,安徽省零安市相城区茶山乡勤丰村委杨家村47号,14660961378,beifeiting@ie0k8.net.cn,E58037309,广字第25472950号,5257455013677367686,0633-77888234,67320829359018670R,370205755632077,89347579-0,其他农林专用机械操作人员,重庆小米商业保理有限公司,150777408331,MGT37PYL775P19032,湘DUHFEK,萎缩性咽炎,南字第15473996号
2910,步都萤,321283195610138198,2007-02-25,海南省吉阳区,安徽省合肥市相城区红梅姐道竹林村委薛家塘2号,15990864335,qidiaoying@b946h.top,D92600657,北字第35283493号,6226205833691491569,0372-78587509,24610327266619775G,511324146077615,02965797-0,其他林产化工产品生产人员,长顺县代化兴农小米核桃农民专业合作社,220846271517,L6RA2VDB8X6K92583,豫CSB62K,丹毒菌丝败血病,E34371866
2911,何友儿,210122198303264409,1943-07-18,河南省漯河市,河南省河南省常州市相城区采菱公寓72幢乙单元394室,18529859146,danxiaocui@ncogr.site,P32851119,广字第55933980号,6205210712439042370,0318-82862161,49520181992828569T,360103800834752,49404626-X,放射肿瘤科医师,沁县色香园小米开发有限公司,230343150756,YE30CF5G9HTXF5610,吉C10V97,骨髓抑制性贫血,441203194603299074
2912,栾冷玉,220582195212140431,1931-04-13,福建省三明市,安徽省阜阳市相城区雕庄朝阳花园67幢丙单元468室,18767165624,liangxiangru@qqcbq.mobi,P94345479,广字第57630595号,6224320289271767388,0736-62431454,073101153267967648,445301271920599,30846438-9,玻璃纤维制品工,本溪满族自治县武兴农牧场,622981452983,LT4W0MJZ7E9AT3019,皖FV0JFF,创伤后伤口感染,后字第90121209号
2913,庾普娟,513326195208257661,1982-01-22,山东省广饶县,甘肃省常州市武警去湖塘镇新城域花园34幢丁单元275室,13683459267,miaozhonglan@8bfz5.site,D14015241,沈字第52419598号,6230601330244723558,0999-41620138,35361128419529494F,140825353295483,30805304-5,聚丙烯生产工,江门市小米电器科技有限公司,330722822337,VZUTL48M2SZM03196,鄂K8AXD3,肺弓形体病,P69038235
2914,戏漫嫣,652924198307260827,1947-11-10,山西省临汾市,甘肃省常州市鼓楼区怡美花园5幢甲单元50412室,13883414504,yingxiaoyuan@7j0bt.mobi,E13332937,广字第49244841号,6223830031489429236,0736-75563625,783311000716613225,340601772276036,78737690-8,国际商务人员,北京万方幸星数码科技有限公司,513365571865,9SWMRKVU86FW16359,沪G34HJE,非风湿性二尖瓣伴主动脉瓣闭锁不全,兰字第47538540号
2915,剧文嘉,52038219891203641X,1958-01-25,南宁市马山县,山东省山东省常州鼓楼区万福花园7幢乙单元4192室,13848123314,mingmanrou@wmeud.net,S28008925,装字第43720928号,9400201538122158404,0908-48296294,47130201911565214Q,360421898291486,47730785-1,装潢美术设计人员,翼城县昶烨小米专业合作社,511031803005,H8E2PTSR29MCA6430,藏H2BSDR,胆管瘘,D90804689
2916,环冰嫣,330483198704109131,1994-09-06,湖北省十堰市,江苏省常州市新北区前桥新村741幢甲单元907室,14873455321,jifuwen@t2hfb.top,E33372592,南字第01420626号,5482591384402222994,0562-35962874,175117007343057468,450330869555919,80883666-0,机械制造工程技术人员,安徽小米达人酒业有限公司,530134813018,ULAFK28P96V9U1746,川VQGTHC,皮肤瘢痕子宫内膜异位,420626194108224915
2917,雍志泽,511822198302107962,1999-02-27,陕西省吴堡县,山东省山东省常州鼓楼区万福花园3幢乙单元7412室,13718565925,houzi@fi1ij.mobi,D33873206,广字第30557102号,6223379975280644376,0559-52074901,684406833955989345,510183757440158,40235835-5,其他火工品制造人员,嘉兴车小米汽车服务有限公司,410764997392,EZ6F7TLM6MRHJ6039,京JM30WX,达里埃氏病毛囊角化症,G36935445
2918,仲孙雨颖,220722194408061954,1999-11-13,云南省马龙县,江苏省常州市新北区前桥新村58幢甲单元824室,15283077447,fengmeiying@rvsre.com,P71850821,沈字第95008374号,6282106829430077662,0851-25868866,87430503923199327D,310000058577033,88989307-6,车站行车作业员,贵州小米贸易有限公司,321379656853,0C6KA28B4Y57S3658,贵GX2EGU,心脏病康复,北字第59029679号
2919,皋妃萍,500241195911154860,1986-11-14,黑龙江省富拉尔基区,山东省山东省常州鼓楼区万福花园2幢乙单元943室,18313632742,paneyu@l7ltk.mobi,D36380335,政字第91712377号,6259733747006070888,0319-32711808,281409813607480944,610624029551677,82777380-2,车站调车作业员,黎城常春寺小米种植专业合作社,632821015397,3CB91K4J8P6AK5139,鄂DB0FYC,神经肌病,230722198102027606
2920,硕道之,420325194412179749,1980-03-14,浙江省衢州市,宁夏回族自治区中卫市中宁县滨河南路,13977639101,dufeiyi@f9age.net,S67911324,参字第83558161号,6212348453807442600,0915-99047770,28511701353779259E,610101403094104,02384298-0,烟叶发酵工,东莞市小米发发商务服务有限公司,520121347732,M6PBLG9U0T2WM7421,桂AHBGZJ,门静脉损伤,E34633093
2921,彤潇颖,130223199210304367,1986-01-21,湖北省秭归县,河南省常州市相城区朝阳花园641幢4号,16571352318,piyangli@dow76.net.cn,S75800021,兰字第80327784号,6224255171308859322,0352-66540822,59370703718288937B,330281527460709,03629066-0,灭火员,南通小米纺织品有限公司,632839523256,PM5T06HL76H6T6239,闽BHXE51,其他形式的巴尔通体病,参字第57445020号
2922,饶满天,440781197506205784,1934-02-22,安徽省芜湖市,河南省常州市相城区朝阳花园30幢5号,18159117526,manyangyu@61emy.shop,D05521145,装字第37275259号,6259465875223849455,0901-87186294,361302023720835367,410505573258161,07475605-4,稀土冶炼工,河北华瑞农源小米加工有限公司,130272870711,L735S9143SVF17215,苏J0H31P,非风湿性三尖瓣闭锁不全,21072719690611443X
2923,斯湘怡,542423194411026988,2003-06-10,山西省交口县,吉林省通化市黄朗名园418栋963415号,16618431247,liumanhe@zwneh.shop,G92402750,南字第85272848号,6258057330407932640,0798-45704650,63360802234055456J,411302709494634,30698589-3,工程测量工,澜沧东河乡明发小米地龙凤古茶厂农民专业合作社,411325896644,S9E1DUMXX3DTM1689,津E8JXJW,髂凹结核性脓肿髂腰肌,P01840110
2924,邴含卉,610828197706306964,1962-05-17,河北省康保县,山东省山东省常州鼓楼区万福花园9幢乙单元708室,18272222760,congyuqian@isydw.cn,S53874438,济字第82902545号,6282377442289676741,0991-64620476,23500222100099723H,530629901729956,35958645-8,水利水电建筑工程技术人员,嘉兴市小米餐饮管理有限公司,542409135583,1FPDZACM44LT99264,新QSYY1Z,牙齿形成期间颜色改变,410482196207163377
2925,白妹妹,360734199706297235,1950-06-10,山东省嘉祥县,安徽省阜阳市相城区雕庄朝阳花园08幢丙单元573室,13656507814,boyuying@iaum7.com,D39546323,政字第11580099号,6230771021923384226,0772-99907299,405331238818194105,653127274621448,04932303-8,固井工,东莞市小米椒日用品有限公司,350516877674,1Z3XMYW76MYGT9456,晋H1KK10,脑瘤,参字第28360914号
2926,冒含灵,220323198105244078,1972-05-10,安徽省潘集区,宁夏回族自治区中卫市亭湖区河苑家园83幢甲单元744室,13831219265,shirufen@kughz.top,D84610121,南字第77612416号,6217752972432855835,0661-23335540,67522325340127737W,370203403648123,96473904-5,其他信息记录材料生产人员,北京北斗小米粒商贸有限公司,360474983667,Y90CDBUMX7C8K4701,晋BZ002Y,沙眼性泪囊炎,210903198903193928
2927,谌湘婷,350602198407257150,1965-03-19,河北省唐山市,河南省常州市相城区朝阳花园43幢7号,18536158366,huangyuchun@tq6a7.site,P01896122,参字第27005932号,4720681095407652630,0733-63294649,14140891602516071P,610113500914108,62724926-4,家禽繁殖工,金溪县小米家庭农场,230219567090,72ZWY4C54D6U21065,青FRGBZP,咽门扁桃体恶性肿瘤,装字第95115199号
2928,闽洋萍,500112194209225401,1945-09-20,安徽省阜阳市,山西省扬州市亭湖区河苑家园416幢丁单元622室,17120967675,jingruying@lmse3.top,G02060110,济字第84875793号,6212329539810722989,0534-50687784,03640203239537765X,130125281138476,36448240-X,其他林业工程技术人员,镇江四海电子科技有限公司,420823971945,T2BXDJVEXBHMK5429,渝A0Z563,营养缺乏,G84256706
2929,终潇洁,511028198507300648,1975-01-20,云南省大理州,山西省常州市相城区朝阳新村飞天小区8888甲单元227室,14501559671,daiqianliu@rq416.com.cn,S57024758,沈字第52012055号,4096666477785623975,0536-63648654,57540000951503313U,431125667174107,20537799-5,其他中药材生产人员,万荣县通化杏梅小米专业合作社,542505093934,XR1ETZLF460U50594,苏M5EC06,流行性感冒,广字第11883898号
2930,卷听蓉,654325198302107386,1934-03-06,河南省嵩县,山西常州市鼓楼区陈度苑2幢甲单元834室,15690062484,maodaozhi@cguiu.com,E86823707,济字第79167425号,6215859493824260241,0421-24672524,696542010663810431,530524165964426,00493583-1,考古工作者,深圳虾小米网络技术有限公司,522233793634,5WBRZ6HS3AFGH9436,川A09136,阑尾炎异位,130732194309115444
2931,蹇沅琳,23012420000619763X,1961-07-11,黑龙江省依兰县,山东省临沂市亭湖区湖塘镇中村胡家村41号,14527909291,guantingqin@70vpl.com.cn,E40369431,后字第51678508号,6226090198696616570,0483-69546385,846523252643315294,530427443097881,30434583-3,海上救助打捞工程技术人员,合肥市乐小米家居有限公司,130515603551,01ZSJYMR6M2387154,苏A61BBW,口咽交搭跨越的恶性肿瘤,E21785238
2932,阚汝花,620521194401170338,2000-11-26,陕西省宝鸡市,安徽省常州市花园西郡2幢甲单元24室,17725862985,zhaobingyan@zwj5z.cn,P40020207,广字第16031770号,6227776853840609694,0312-78826610,66430321731837369Q,130429031567065,93064384-6,感光材料检验工,山东小米金融服务外包有限公司,110165075469,6HK2B1ZX455WZ0753,青FCCSA0,克隆氏病,P06725308
2933,澹台雨琴,653130198402035868,1954-08-08,黑龙江省龙沙区,江苏省常州市新北区前桥新村09幢甲单元357室,18530058052,shaoyuran@vyrtc.shop,P08649801,参字第92504990号,6227706350585426231,0661-67423795,454113295510517787,370684187607608,65928837-2,水文勘测船工,上海小米服饰商行,361012144846,UEHAPKV10F43C5809,黑LYMBR0,胸椎继发性恶性肿瘤,21038119510310503X
2934,赫佩瑶,152524196004036087,1946-06-23,山西省霍州市,安徽省淮南市相城区崔堤半岛花园72幢甲单元2323室,13891551971,fengyuanfang@a9rvm.com,S33146039,兰字第98341075号,6212530871249911056,0692-21604489,62420683623937813G,320800035443256,86277044-7,保鲜员,威县岳众小米加工厂,321104459339,BZP40E9G792BD6350,辽G56J03,二期梅毒性骨膜炎,广字第56162465号
2935,项妹妹,630105195901184909,1926-07-11,河北省廊坊市,宁夏回族自治区中卫市亭湖区河苑家园75幢甲单元067室,18447885348,yifurong@kvr3c.site,E63078405,广字第02466556号,6205295817525459178,0551-53851062,04410728566309560Y,370406038755561,72372579-3,激光全息工,深圳小米酒店管理有限公司,130664182593,G5ZEL0YJ261GJ4612,苏GS0XHY,脑外伤后神经官能症性反应,D70633841
2936,庞洋琳,220802198309052241,2005-09-11,广东省湛江市,安徽省合肥市鼓楼区西林街道邹傅村委朝东王家村24号,16657931275,chengbiwen@7hd91.shop,D81295511,装字第04970092号,6220112615682193923,0756-66552359,68410411828048393F,623021706246720,46024266-8,其他合成革生产人员,小米鼠（深圳）网络科技有限公司,152568959207,63SLXUT79M8KA3752,湘LRTMR2,慢性胃吻合口炎,北字第16645328号
2937,赵天磊,421181194904269506,2001-08-22,山西省运城市,江苏省常州市亭湖区青洋花苑07幢乙单元625室,17798771622,nianwenqi@w480n.com,S32278363,广字第03807536号,3702898538149676381,0975-80907670,08141029537406102P,211481072370306,77838760-5,硬质合金精加工工,淮安市小米装饰工程有限公司,533256575179,3E6TS5D911PKT8415,闽B3SFNS,利斯特菌性单核细胞增多症脑膜炎基底大脑,济字第96770287号
2938,夙文贵,542522198201099684,2001-11-16,湖南省湘潭市,苏州市吴中区若水路0418号,14959026392,chiheng@104k1.info,P57727677,空字第09838905号,6213117912691873151,025-40720538,546103310543636485,441801907358800,97654788-4,耐火原料加工工,利辛县小米装饰工程有限公司,610817931698,D9FVJM6KXDU7H9721,蒙E8M7RP,头部开放性伤口,341024197212276730
2939,希洋娜,15222219600410743X,1987-05-09,河南省郸城县,河南省河南省常州市相城区采菱公寓59幢乙单元498室,13650265936,huanyizhu@wydb0.shop,E69402779,空字第67731189号,6229009702832272455,0432-61339651,286107285339913214,350425861458997,38606484-X,钢丝绳制造工,北京飞米科技有限公司,350199419599,A21HJU532RVUE6327,蒙MJ8T81,乳房异位,S27025949
2940,郦雨婷,230802197807140858,1930-02-25,河南省安阳市,山东省德州市戚墅堰区丁堰街道小圆村66号,15709660819,linruru@3puzl.mobi,P77396052,广字第93441561号,6230924405579661985,0595-44092518,24532932681037524H,511381522425473,93589993-9,其他铁合金冶炼人员,临县小米红枣专业合作社,371668073511,8BRWFU9C2G13M6342,辽LGZFQ7,融合伴有实体感觉的缺陷,E83306186
2941,守妃婷,420626194110134919,1947-02-27,广东省韶关市,江苏省常州市相城区工人新村南82幢865室,18178037124,yunbaifeng@538ja.shop,S04844925,南字第55473043号,6221056978910948013,0953-56472307,46510902364481225X,430722318081672,70260678-7,其他铁路客货运输服务人员,临海市小米餐饮管理有限公司,330176076720,60XAHPWT290V59275,渝HZCGHB,耻骨骨折,513226199804103493
2942,空曾湘蓉,321284194201177833,1975-09-26,四川省乐山市,安徽省连云港市鼓楼区八星街道颜家村727号,15935238504,zangruli@mf1hy.shop,S98863229,海字第76383248号,6206127789283038233,0750-65291602,94620500906210583T,410106859737521,48790685-8,计量工程技术人员,沂南县孙祖小米种植专业合作社,321209885150,DZ1CEMYX5JRUX8741,赣K3FW8M,脐带异常脐带帆状附着,D62080875
2943,慕容冰霞,440232198402049852,1983-09-15,河南省濮阳市,江苏省常州市相城区工人新村南417幢225室,15855664806,shenbiling@r8mau.mobi,D07434009,空字第68144976号,3776776045776360181,0318-31641908,20469032315049976C,340721034660554,62343200-2,炼钢浇铸工,小米卫浴有限公司,640109934356,C6HV7US52XKHZ2960,赣J7P0U3,乳头状瘤病毒作为分类于其他章疾病的原因,后字第79442826号
2944,劳不评,130433198003187056,1927-04-03,浙江省温州市,安徽省张家港市戚墅堰区工房北区415幢丙单元957室,13955375782,fucongzhan@8r0cf.net.cn,S70661689,后字第60475894号,6216011463370038906,0554-71965145,026327231359372078,110302610610892,93938947-7,影视设备机械员,山西荣鑫久旺建筑工程有限公司,440810275198,3C1WSFZD483X49215,鲁H68MXK,脂肪酸代谢紊乱,南字第48148700号
2945,永漫玲,421381197102258340,1983-05-08,辽宁省苏家屯区,山西常州市鼓楼区陈度苑6幢甲单元4169室,13641908902,qiaowuhe@7mecr.com.cn,D52699799,政字第28471955号,6221795627919534383,0762-59406143,01220701138870887E,452101630510541,49225275-6,纸面石膏板生产工,珠海小米金融科技有限公司,450795350120,2XH8R0U42F5K12730,晋HW245W,开放性胸腹损伤,420704195001230583
2946,秋沙英,152823198004075376,1929-07-13,四川省甘孜州,甘肃省常州市亭湖区潞城镇嘉州枫景苑41幢乙单元4195室,18720411071,yangyuxiao@lk7kw.mobi,S41976708,政字第77781497号,6221511150779902106,0752-69138583,42410304583821035P,130324644494161,42485205-5,印制电路制作工,淄博临淄边河小米种植专业合作社,610175666596,V3R698YDX3WE79735,苏UHZ1D7,残角子宫,E18509663
2947,沐雁露,340823199802241138,2008-06-26,江苏省扬州市,安徽省常州市花园西郡4幢甲单元410室,14797223336,maoxueman@sb2ya.info,D74230561,沈字第29547519号,6215854170443682477,0937-70151364,071307255838007680,210301691306158,83533067-3,酶制剂制造工,四川小米餐饮管理有限公司,652235944726,BDLSXYZ998W4G7914,贵AG45JV,下肢皮肤撕裂伤,P58773851
2948,荆雨洁,533123198402145302,1985-04-14,辽宁省朝阳市,安徽省淮南市相城区崔堤半岛花园43幢甲单元4533室,18581891444,douxiaoying@pvwad.site,E22587369,广字第15168528号,6210209543860083119,0910-92911032,55610623285086224A,210803519215598,49305394-3,皮影戏木偶戏作家,成都市天强养殖有限责任公司,430263275294,ABZCU2MS31LMT1349,豫QA3F2Z,乳突切除术后腔的囊肿,S52846507
2949,步都漫红,15280119611115518X,1946-12-05,吉林省白城市,宁夏省常州市亭湖区横山桥镇领秀江南65幢乙单元41416室,17709561860,shifuxue@arixr.site,S40566465,沈字第16601823号,6212176074115499913,0635-64988708,88653128738196797A,371101924264184,77056544-6,康乐服务员,深圳市小米当家餐饮管理有限公司,510907863473,65HDY8XS6A6XD9715,渝A72F0T,仅为抗破伤风采取必要的免疫,济字第51162933号
2950,兴白晴,360481199809247335,1928-01-12,河北省安国市,江苏省无锡市亭湖区延陵东路282幢甲单元,18541725438,nuofeishuang@x8xr4.shop,S93961266,南字第04537263号,6212229037059472425,0414-68524302,242102043358231503,511024858804021,48662399-5,中药剂师,佛山市小米物流服务有限公司,310112329526,AZ80VSTP4EAZL0345,津M2KG9L,咽粘液囊炎,S73385727
2951,之沅婷,510422195904266964,1998-07-06,河南省汝州市,江苏省常州市相城区工人新村南59幢273室,18594699214,dongouxundong@44iw4.mobi,E59243915,装字第84537053号,6226095135787018436,0811-42940560,41450703919739985W,130428557925481,73425562-7,瓦楞纸箱制作工,乌海市小米通信有限责任公司,150662999368,0TYG5JKV2AP2H8079,苏U2Z1K2,涎腺管闭锁,济字第38723038号
2952,房瑾瑜,511002196002249530,1961-06-25,河北省承德市,山西省临汾市新北区天际苑56幢4135室,18480479635,zhanxiangting@j7o5n.shop,P07718730,空字第29469668号,6213618960648309807,0632-98542264,70441900785386616L,520203035949731,32280206-5,栲胶生产工,小米科技有限责任公司沈阳分公司,350825219123,BPGTM2K99V5ST1894,皖CX9NZ5,视神经乳头炎,兰字第01931604号
2953,冼汝瑛,321302199312179835,1958-11-19,河南省商丘市,江苏省常州市亭湖区青洋花苑42幢乙单元4241室,17267978426,aiyujie@5wryj.net,P43323388,兰字第89056071号,6255004066542126199,0757-45214391,16500115027317382U,231085448395105,05455063-0,其他营造林人员,小米之家科技有限公司北京第五分公司,500131360230,XE1A2YDP0R2FZ3075,赣CYXDG9,普通易变型无丙种球蛋白血症,G99105167
